Produit,Flux,Date,Montant
"SAVONS, LUBRIFIANTS, CIRES ARTIFICIELLES, BOUGIES, CIRES DENTAIRES",Importations,2016-06-01,1129066810.0
MATIERES ALBUMINOIDES;PREPARATIONS A BASE D'AMIDONS OU FECULES;COLLES,Importations,2016-06-01,308869534.0
"POUDRES,EXPLOSIFS;ARTICLES DE PYROTECHNIE;ALLUMETTES;MATIERES INFLAMMABLES",Importations,2016-06-01,157419471.0
PRODUITS PHOTOGRAPHIQUES OU CINEMATOGRAPHIQUES,Importations,2016-06-01,55942100.0
PRODUITS DIVERS DES INDUSTRIES CHIMIQUES,Importations,2016-06-01,3627049379.0
MATIERES PLASTIQUES ET OUVRAGES EN CES MATIERES,Importations,2016-06-01,9283479051.0
CAOUTCHOUC ET OUVRAGES EN CAOUTCHOUC,Importations,2016-06-01,2564990515.0
PEAUX (AUTRES QUE LES PELLETERIES) ET CUIRS,Importations,2016-06-01,40043285.0
"OUVRAGES EN CUIR; ARTICLES DE BOURRELLERIE, SELLERIE, VOYAGE OU EN BOYAUX",Importations,2016-06-01,368551067.0
PELLETERIES ET FOURRURES; PELLETERIES FACTICES,Importations,2016-06-01,
"BOIS, CHARBON DE BOIS ET OUVRAGES EN BOIS",Importations,2016-06-01,2274755035.0
LIEGE ET OUVRAGES EN LIEGE,Importations,2016-06-01,36091.0
OUVRAGES DE SPARTERIE OU DE VANNERIE,Importations,2016-06-01,580415.0
MATIERES CELLULOSIQUES SERVANT A LA FABRICATION DU PAPIER,Importations,2016-06-01,25294190.0
"PAPIERS ET CARTONS; OUVRAGES EN PATE DE CELLULOSE, EN PAPIER OU CARTON",Importations,2016-06-01,4480513400.0
"PRODUITS D'EDITION, PRESSE, ARTS GRAPHIQUES; MANUSCRITS, PLANS",Importations,2016-06-01,413386438.0
SOIE,Importations,2016-06-01,15228569.0
"LAINE, POILS FINS OU GROSSIERS; FILS ET TISSUS DE CRIN",Importations,2016-06-01,10631678.0
COTON,Importations,2016-06-01,732068241.0
"AUTRES FIBRES TEXTILES VEGETALES;FILS DE PAPIER, TISSUS DE FILS DE PAPIER",Importations,2016-06-01,25073489.0
FILAMENTS SYNTHETIQUES OU ARTIFICIELS,Importations,2016-06-01,515986060.0
FIBRES SYNTHETIQUES OU ARTIFICIELLES DISCONTINUES,Importations,2016-06-01,4392909980.0
"OUATES,FEUTRES,NON TISSES;FILS SPECIAUX;FICELLES,CORDES,CORDAGES;CORDERIE",Importations,2016-06-01,317925988.0
TAPIS ET AUTRES REVETEMENTS DE SOL EN MATIERES TEXTILES,Importations,2016-06-01,83800231.0
TISSUS SPECIAUX; DENTELLES; TAPISSERIES; PASSEMENTERIES; BRODERIES,Importations,2016-06-01,169609652.0
"TISSUS IMPREGNES, RECOUVERTS, STRATIFIES; ARTICLES TECHNIQUES EN TEXTILES",Importations,2016-06-01,74253725.0
ETOFFES DE BONNETERIE,Importations,2016-06-01,1963129.0
"VETEMENTS ET ACCESSOIRES DU VETEMENT, EN BONNETERIE",Importations,2016-06-01,459574527.0
"VETEMENTS ET ACCESSOIRES DU VETEMENT, AUTRES QU'EN BONNETERIE",Importations,2016-06-01,644093228.0
AUTRES ARTICLES TEXTILES CONFECTIONNES; ASSORTIMENTS; FRIPERIE ET CHIFFONS,Importations,2016-06-01,1889758350.0
"CHAUSSURES, GUETRES ET ARTICLES ANALOGUES; PARTIES DE CES OBJETS",Importations,2016-06-01,720129281.0
COIFFURES ET PARTIES DE COIFFURES,Importations,2016-06-01,103036136.0
"PARAPLUIES, PARASOLS, CANNES, FOUETS, CRAVACHES ET LEURS PARTIES",Importations,2016-06-01,33361717.0
PLUMES APPRETEES; FLEURS ARTIFICIELLES; OUVRAGES EN CHEVEUX,Importations,2016-06-01,16427959.0
"OUVRAGES EN PIERRES, PLATRE, CIMENT, AMIANTE, MICA OU MATIERES ANALOGUES",Importations,2016-06-01,603581872.0
PRODUITS CERAMIQUES,Importations,2016-06-01,2191216224.0
VERRE ET OUVRAGES EN VERRE,Importations,2016-06-01,1155745223.0
"PERLES, PIERRES GEMMES, METAUX PRECIEUX; BIJOUTERIE FANTAISIE; MONNAIES",Importations,2016-06-01,142499094.0
"FONTE, FER ET ACIER",Importations,2016-06-01,12947498739.0
"OUVRAGES EN FONTE, FER OU ACIER",Importations,2016-06-01,5979296769.0
CUIVRE ET OUVRAGES EN CUIVRE,Importations,2016-06-01,1367148543.0
NICKEL ET OUVRAGES EN NICKEL,Importations,2016-06-01,4023451.0
ALUMINIUM ET OUVRAGES EN ALUMINIUM,Importations,2016-06-01,2149789567.0
PLOMB ET OUVRAGES EN PLOMB,Importations,2016-06-01,1173624.0
ZINC ET OUVRAGES EN ZINC,Importations,2016-06-01,16551284.0
ETAIN ET OUVRAGES EN ETAIN,Importations,2016-06-01,22991.0
AUTRES METAUX COMMUNS; CERMETS; OUVRAGES EN CES MATIERES,Importations,2016-06-01,525018.0
"OUTILS, OUTILLAGE, COUTELLERIE, COUVERTS EN METAUX COMMUNS ET PARTIES",Importations,2016-06-01,580324585.0
OUVRAGES DIVERS EN METAUX COMMUNS,Importations,2016-06-01,625544299.0
"REACTEURS NUCLEAIRES; CHAUDIERES, MACHINES, APPAREILS, ENGINS MECANIQUES",Importations,2016-06-01,25985339660.0
MACHINES ELECTRIQUES; APPAREILS D'EMISSION-RECEPTION RADIO/TV,Importations,2016-06-01,17390804050.0
VEHICULES ET MATERIEL POUR VOIES FERREES; APPAREILS DE SIGNALISATION,Importations,2016-06-01,810796094.0
"VOITURES AUTOMOBILES ET AUTRES VEHICULES TERRESTRES; PARTIES, ACCESSOIRES",Importations,2016-06-01,22355811765.0
NAVIGATION AERIENNE OU SPATIALE,Importations,2016-06-01,20106091.0
NAVIGATION MARITIME OU FLUVIALE,Importations,2016-06-01,273676928.0
"APPAREILS D'OPTIQUE, DE PRECISION, MEDICO-CHIRURGICAUX;PARTIES,ACCESSOIRES",Importations,2016-06-01,3518446406.0
HORLOGERIE,Importations,2016-06-01,30016674.0
INSTRUMENTS DE MUSIQUE; PARTIES ET ACCESSOIRES DE CES INSTRUMENTS,Importations,2016-06-01,1654986.0
"ARMES, MUNITIONS ET LEURS PARTIES ET ACCESSOIRES",Importations,2016-06-01,45117565.0
MEUBLES Y.C. MEDICAUX; APPAREILS D'ECLAIRAGE; CONSTRUCTIONS PREFABRIQUEES,Importations,2016-06-01,2025551938.0
"JOUETS, JEUX, ARTICLES DE DIVERTISSEMENTS OU SPORTS; PARTIES, ACCESSOIRES",Importations,2016-06-01,209002433.0
OUVRAGES DIVERS,Importations,2016-06-01,614254796.0
"OBJETS D'ART, DE COLLECTION OU D'ANTIQUITE",Importations,2016-06-01,4535177.0
ANIMAUX VIVANTS,Exportations,2016-07-01,139500.0
VIANDES ET ABATS COMESTIBLES,Exportations,2016-07-01,12362247.0
"POISSONS ET CRUSTACES, MOLLUSQUES ET AUTRES INVERTEBRES AQUATIQUES",Exportations,2016-07-01,20240811497.0
LAIT; OEUFS D'OISEAUX; MIEL; PRODUITS COMESTIBLES D'ANIMAUX N.D.C.A.,Exportations,2016-07-01,499035788.0
"AUTRES PRODUITS D'ORIGINE ANIMALE, NON DENOMMES NI COMPRIS AILLEURS",Exportations,2016-07-01,15375473.0
PLANTES VIVANTES ET PRODUITS DE LA FLORICULTURE,Exportations,2016-07-01,5748120.0
"LEGUMES, PLANTES, RACINES ET TUBERCULES ALIMENTAIRES",Exportations,2016-07-01,2012535588.0
FRUITS COMESTIBLES; ECORCES D'AGRUMES OU DE MELONS,Exportations,2016-07-01,3420073568.0
"CAFE, THE, MATE ET EPICES",Exportations,2016-07-01,64923571.0
CEREALES,Exportations,2016-07-01,2302449833.0
PRODUITS DE LA MINOTERIE;MALT;AMIDONS ET FECULES;INULINE;GLUTEN DE FROMENT,Exportations,2016-07-01,307103545.0
"OLEAGINEUX; GRAINES, SEMENCES; PLANTES INDUSTRIELLES, MEDICINALES; PAILLES",Exportations,2016-07-01,188512115.0
"GOMMES, RESINES ET AUTRES SUCS ET EXTRAITS VEGETAUX",Exportations,2016-07-01,136610079.0
MATIERES A TRESSER ET AUTRES PRODUITS D'ORIGINE VEGETALE N.D.C.A.,Exportations,2016-07-01,448072.0
"GRAISSES, HUILES, CIRES (ANIMALES ET VEGETALES); GRAISSES ALIMENTAIRES",Exportations,2016-07-01,1807075855.0
"PREPARATIONS DE VIANDES, POISSONS, CRUSTACES, MOLLUSQUES",Exportations,2016-07-01,312877821.0
SUCRES ET SUCRERIES,Exportations,2016-07-01,78834075.0
CACAO ET SES PREPARATIONS,Exportations,2016-07-01,442531130.0
PREPARATIONS A BASE DE CEREALES ET DERIVES; PATISSERIES,Exportations,2016-07-01,994319175.0
"PREPARATIONS DE LEGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES",Exportations,2016-07-01,363257056.0
PREPARATIONS ALIMENTAIRES DIVERSES,Exportations,2016-07-01,5896044945.0
"BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES",Exportations,2016-07-01,123761516.0
"RESIDUS,DECHETS DES INDUSTRIES ALIMENTAIRES;ALIMENTS PREPARES POUR ANIMAUX",Exportations,2016-07-01,507836469.0
TABACS ET SUCCEDANES DE TABACS FABRIQUES,Exportations,2016-07-01,6150706539.0
"SEL; SOUFRE; TERRES ET PIERRES; PLATRES, CHAUX ET CIMENTS",Exportations,2016-07-01,12162711528.0
"MINERAIS, SCORIES ET CENDRES",Exportations,2016-07-01,3209040243.0
"COMBUSTIBLES MINERAUX; HUILES, CIRES MINERALES; MATIERES BITUMINEUSES",Exportations,2016-07-01,16099767494.0
PRODUITS CHIMIQUES INORGANIQUES; COMPOSES DE METAUX OU RADIOACTIFS,Exportations,2016-07-01,4905113500.0
PRODUITS CHIMIQUES ORGANIQUES,Exportations,2016-07-01,275053456.0
PRODUITS PHARMACEUTIQUES,Exportations,2016-07-01,1094983066.0
ENGRAIS,Exportations,2016-07-01,1823878604.0
EXTRAITS TANNANTS OU TINCTORIAUX;TANINS;COLORANTS;VERNIS;MASTICS;ENCRES,Exportations,2016-07-01,36530650.0
"HUILLES ESSENTIELLES, RESINOIDES; PRODUITS DE PARFURMERIE; COSMETIQUES",Exportations,2016-07-01,1760541033.0
"SAVONS, LUBRIFIANTS, CIRES ARTIFICIELLES, BOUGIES, CIRES DENTAIRES",Exportations,2016-07-01,474640655.0
MATIERES ALBUMINOIDES;PREPARATIONS A BASE D'AMIDONS OU FECULES;COLLES,Exportations,2016-07-01,29410623.0
"POUDRES,EXPLOSIFS;ARTICLES DE PYROTECHNIE;ALLUMETTES;MATIERES INFLAMMABLES",Exportations,2016-07-01,40599370.0
PRODUITS PHOTOGRAPHIQUES OU CINEMATOGRAPHIQUES,Exportations,2016-07-01,
PRODUITS DIVERS DES INDUSTRIES CHIMIQUES,Exportations,2016-07-01,1240239122.0
MATIERES PLASTIQUES ET OUVRAGES EN CES MATIERES,Exportations,2016-07-01,2376969454.0
CAOUTCHOUC ET OUVRAGES EN CAOUTCHOUC,Exportations,2016-07-01,60401882.0
PEAUX (AUTRES QUE LES PELLETERIES) ET CUIRS,Exportations,2016-07-01,539089335.0
"OUVRAGES EN CUIR; ARTICLES DE BOURRELLERIE, SELLERIE, VOYAGE OU EN BOYAUX",Exportations,2016-07-01,19145804.0
PELLETERIES ET FOURRURES; PELLETERIES FACTICES,Exportations,2016-07-01,
"BOIS, CHARBON DE BOIS ET OUVRAGES EN BOIS",Exportations,2016-07-01,155477685.0
LIEGE ET OUVRAGES EN LIEGE,Exportations,2016-07-01,
OUVRAGES DE SPARTERIE OU DE VANNERIE,Exportations,2016-07-01,237522431.0
MATIERES CELLULOSIQUES SERVANT A LA FABRICATION DU PAPIER,Exportations,2016-07-01,
"PAPIERS ET CARTONS; OUVRAGES EN PATE DE CELLULOSE, EN PAPIER OU CARTON",Exportations,2016-07-01,886108579.0
"PRODUITS D'EDITION, PRESSE, ARTS GRAPHIQUES; MANUSCRITS, PLANS",Exportations,2016-07-01,34824527.0
SOIE,Exportations,2016-07-01,
"LAINE, POILS FINS OU GROSSIERS; FILS ET TISSUS DE CRIN",Exportations,2016-07-01,
COTON,Exportations,2016-07-01,758105068.0
"AUTRES FIBRES TEXTILES VEGETALES;FILS DE PAPIER, TISSUS DE FILS DE PAPIER",Exportations,2016-07-01,
FILAMENTS SYNTHETIQUES OU ARTIFICIELS,Exportations,2016-07-01,13553363.0
FIBRES SYNTHETIQUES OU ARTIFICIELLES DISCONTINUES,Exportations,2016-07-01,978759643.0
"OUATES,FEUTRES,NON TISSES;FILS SPECIAUX;FICELLES,CORDES,CORDAGES;CORDERIE",Exportations,2016-07-01,104541595.0
TAPIS ET AUTRES REVETEMENTS DE SOL EN MATIERES TEXTILES,Exportations,2016-07-01,15172264.0
TISSUS SPECIAUX; DENTELLES; TAPISSERIES; PASSEMENTERIES; BRODERIES,Exportations,2016-07-01,3708371.0
"TISSUS IMPREGNES, RECOUVERTS, STRATIFIES; ARTICLES TECHNIQUES EN TEXTILES",Exportations,2016-07-01,22290934.0
ETOFFES DE BONNETERIE,Exportations,2016-07-01,
"VETEMENTS ET ACCESSOIRES DU VETEMENT, EN BONNETERIE",Exportations,2016-07-01,5636888.0
"VETEMENTS ET ACCESSOIRES DU VETEMENT, AUTRES QU'EN BONNETERIE",Exportations,2016-07-01,29627391.0
AUTRES ARTICLES TEXTILES CONFECTIONNES; ASSORTIMENTS; FRIPERIE ET CHIFFONS,Exportations,2016-07-01,72187294.0
"CHAUSSURES, GUETRES ET ARTICLES ANALOGUES; PARTIES DE CES OBJETS",Exportations,2016-07-01,50969008.0
COIFFURES ET PARTIES DE COIFFURES,Exportations,2016-07-01,15502002.0
"PARAPLUIES, PARASOLS, CANNES, FOUETS, CRAVACHES ET LEURS PARTIES",Exportations,2016-07-01,
PLUMES APPRETEES; FLEURS ARTIFICIELLES; OUVRAGES EN CHEVEUX,Exportations,2016-07-01,1742375199.0
"OUVRAGES EN PIERRES, PLATRE, CIMENT, AMIANTE, MICA OU MATIERES ANALOGUES",Exportations,2016-07-01,49092.0
PRODUITS CERAMIQUES,Exportations,2016-07-01,22695264.0
VERRE ET OUVRAGES EN VERRE,Exportations,2016-07-01,179164854.0
"PERLES, PIERRES GEMMES, METAUX PRECIEUX; BIJOUTERIE FANTAISIE; MONNAIES",Exportations,2016-07-01,13572912061.0
"FONTE, FER ET ACIER",Exportations,2016-07-01,1787119857.0
"OUVRAGES EN FONTE, FER OU ACIER",Exportations,2016-07-01,4859774117.0
CUIVRE ET OUVRAGES EN CUIVRE,Exportations,2016-07-01,291368331.0
NICKEL ET OUVRAGES EN NICKEL,Exportations,2016-07-01,1112930.0
ALUMINIUM ET OUVRAGES EN ALUMINIUM,Exportations,2016-07-01,111745970.0
PLOMB ET OUVRAGES EN PLOMB,Exportations,2016-07-01,290213766.0
ZINC ET OUVRAGES EN ZINC,Exportations,2016-07-01,
ETAIN ET OUVRAGES EN ETAIN,Exportations,2016-07-01,
AUTRES METAUX COMMUNS; CERMETS; OUVRAGES EN CES MATIERES,Exportations,2016-07-01,
"OUTILS, OUTILLAGE, COUTELLERIE, COUVERTS EN METAUX COMMUNS ET PARTIES",Exportations,2016-07-01,148263581.0
OUVRAGES DIVERS EN METAUX COMMUNS,Exportations,2016-07-01,687586.0
"REACTEURS NUCLEAIRES; CHAUDIERES, MACHINES, APPAREILS, ENGINS MECANIQUES",Exportations,2016-07-01,3280133487.0
MACHINES ELECTRIQUES; APPAREILS D'EMISSION-RECEPTION RADIO/TV,Exportations,2016-07-01,1274154618.0
VEHICULES ET MATERIEL POUR VOIES FERREES; APPAREILS DE SIGNALISATION,Exportations,2016-07-01,
"VOITURES AUTOMOBILES ET AUTRES VEHICULES TERRESTRES; PARTIES, ACCESSOIRES",Exportations,2016-07-01,2014863465.0
NAVIGATION AERIENNE OU SPATIALE,Exportations,2016-07-01,1792439.0
NAVIGATION MARITIME OU FLUVIALE,Exportations,2016-07-01,8855984.0
"APPAREILS D'OPTIQUE, DE PRECISION, MEDICO-CHIRURGICAUX;PARTIES,ACCESSOIRES",Exportations,2016-07-01,120094273.0
HORLOGERIE,Exportations,2016-07-01,4533746.0
INSTRUMENTS DE MUSIQUE; PARTIES ET ACCESSOIRES DE CES INSTRUMENTS,Exportations,2016-07-01,454560.0
"ARMES, MUNITIONS ET LEURS PARTIES ET ACCESSOIRES",Exportations,2016-07-01,
MEUBLES Y.C. MEDICAUX; APPAREILS D'ECLAIRAGE; CONSTRUCTIONS PREFABRIQUEES,Exportations,2016-07-01,157213785.0
"JOUETS, JEUX, ARTICLES DE DIVERTISSEMENTS OU SPORTS; PARTIES, ACCESSOIRES",Exportations,2016-07-01,1322606.0
OUVRAGES DIVERS,Exportations,2016-07-01,8490388.0
"OBJETS D'ART, DE COLLECTION OU D'ANTIQUITE",Exportations,2016-07-01,31308907.0
ANIMAUX VIVANTS,Importations,2016-07-01,16302993.0
VIANDES ET ABATS COMESTIBLES,Importations,2016-07-01,455623834.0
"POISSONS ET CRUSTACES, MOLLUSQUES ET AUTRES INVERTEBRES AQUATIQUES",Importations,2016-07-01,309998689.0
LAIT; OEUFS D'OISEAUX; MIEL; PRODUITS COMESTIBLES D'ANIMAUX N.D.C.A.,Importations,2016-07-01,3757099098.0
"AUTRES PRODUITS D'ORIGINE ANIMALE, NON DENOMMES NI COMPRIS AILLEURS",Importations,2016-07-01,3674561.0
PLANTES VIVANTES ET PRODUITS DE LA FLORICULTURE,Importations,2016-07-01,8503484.0
"LEGUMES, PLANTES, RACINES ET TUBERCULES ALIMENTAIRES",Importations,2016-07-01,826109190.0
FRUITS COMESTIBLES; ECORCES D'AGRUMES OU DE MELONS,Importations,2016-07-01,1046927762.0
"CAFE, THE, MATE ET EPICES",Importations,2016-07-01,512882827.0
CEREALES,Importations,2016-07-01,16583273028.0
PRODUITS DE LA MINOTERIE;MALT;AMIDONS ET FECULES;INULINE;GLUTEN DE FROMENT,Importations,2016-07-01,1446652308.0
"OLEAGINEUX; GRAINES, SEMENCES; PLANTES INDUSTRIELLES, MEDICINALES; PAILLES",Importations,2016-07-01,590757764.0
"GOMMES, RESINES ET AUTRES SUCS ET EXTRAITS VEGETAUX",Importations,2016-07-01,15732032.0
MATIERES A TRESSER ET AUTRES PRODUITS D'ORIGINE VEGETALE N.D.C.A.,Importations,2016-07-01,4068056.0
"GRAISSES, HUILES, CIRES (ANIMALES ET VEGETALES); GRAISSES ALIMENTAIRES",Importations,2016-07-01,6295187955.0
"PREPARATIONS DE VIANDES, POISSONS, CRUSTACES, MOLLUSQUES",Importations,2016-07-01,69044918.0
SUCRES ET SUCRERIES,Importations,2016-07-01,11269894708.0
CACAO ET SES PREPARATIONS,Importations,2016-07-01,312873562.0
PREPARATIONS A BASE DE CEREALES ET DERIVES; PATISSERIES,Importations,2016-07-01,6048236648.0
"PREPARATIONS DE LEGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES",Importations,2016-07-01,1928865270.0
PREPARATIONS ALIMENTAIRES DIVERSES,Importations,2016-07-01,3352657681.0
"BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES",Importations,2016-07-01,1562310400.0
"RESIDUS,DECHETS DES INDUSTRIES ALIMENTAIRES;ALIMENTS PREPARES POUR ANIMAUX",Importations,2016-07-01,1363198954.0
TABACS ET SUCCEDANES DE TABACS FABRIQUES,Importations,2016-07-01,3000277224.0
"SEL; SOUFRE; TERRES ET PIERRES; PLATRES, CHAUX ET CIMENTS",Importations,2016-07-01,3525349138.0
"MINERAIS, SCORIES ET CENDRES",Importations,2016-07-01,412768092.0
"COMBUSTIBLES MINERAUX; HUILES, CIRES MINERALES; MATIERES BITUMINEUSES",Importations,2016-07-01,76066463393.0
PRODUITS CHIMIQUES INORGANIQUES; COMPOSES DE METAUX OU RADIOACTIFS,Importations,2016-07-01,1351672845.0
PRODUITS CHIMIQUES ORGANIQUES,Importations,2016-07-01,3109809608.0
PRODUITS PHARMACEUTIQUES,Importations,2016-07-01,11638674592.0
ENGRAIS,Importations,2016-07-01,1888668682.0
EXTRAITS TANNANTS OU TINCTORIAUX;TANINS;COLORANTS;VERNIS;MASTICS;ENCRES,Importations,2016-07-01,851705706.0
"HUILLES ESSENTIELLES, RESINOIDES; PRODUITS DE PARFURMERIE; COSMETIQUES",Importations,2016-07-01,3061730006.0
"SAVONS, LUBRIFIANTS, CIRES ARTIFICIELLES, BOUGIES, CIRES DENTAIRES",Importations,2016-07-01,482854952.0
MATIERES ALBUMINOIDES;PREPARATIONS A BASE D'AMIDONS OU FECULES;COLLES,Importations,2016-07-01,249242594.0
"POUDRES,EXPLOSIFS;ARTICLES DE PYROTECHNIE;ALLUMETTES;MATIERES INFLAMMABLES",Importations,2016-07-01,137999797.0
PRODUITS PHOTOGRAPHIQUES OU CINEMATOGRAPHIQUES,Importations,2016-07-01,135593769.0
PRODUITS DIVERS DES INDUSTRIES CHIMIQUES,Importations,2016-07-01,2761298726.0
MATIERES PLASTIQUES ET OUVRAGES EN CES MATIERES,Importations,2016-07-01,9152272799.0
CAOUTCHOUC ET OUVRAGES EN CAOUTCHOUC,Importations,2016-07-01,1929190185.0
PEAUX (AUTRES QUE LES PELLETERIES) ET CUIRS,Importations,2016-07-01,39070881.0
"OUVRAGES EN CUIR; ARTICLES DE BOURRELLERIE, SELLERIE, VOYAGE OU EN BOYAUX",Importations,2016-07-01,264850724.0
PELLETERIES ET FOURRURES; PELLETERIES FACTICES,Importations,2016-07-01,
"BOIS, CHARBON DE BOIS ET OUVRAGES EN BOIS",Importations,2016-07-01,2827788463.0
LIEGE ET OUVRAGES EN LIEGE,Importations,2016-07-01,5766268.0
OUVRAGES DE SPARTERIE OU DE VANNERIE,Importations,2016-07-01,16820979.0
MATIERES CELLULOSIQUES SERVANT A LA FABRICATION DU PAPIER,Importations,2016-07-01,17913225.0
"PAPIERS ET CARTONS; OUVRAGES EN PATE DE CELLULOSE, EN PAPIER OU CARTON",Importations,2016-07-01,4736848030.0
"PRODUITS D'EDITION, PRESSE, ARTS GRAPHIQUES; MANUSCRITS, PLANS",Importations,2016-07-01,563806110.0
SOIE,Importations,2016-07-01,33798501.0
"LAINE, POILS FINS OU GROSSIERS; FILS ET TISSUS DE CRIN",Importations,2016-07-01,5443102.0
COTON,Importations,2016-07-01,454930146.0
"AUTRES FIBRES TEXTILES VEGETALES;FILS DE PAPIER, TISSUS DE FILS DE PAPIER",Importations,2016-07-01,9794961.0
FILAMENTS SYNTHETIQUES OU ARTIFICIELS,Importations,2016-07-01,773625489.0
FIBRES SYNTHETIQUES OU ARTIFICIELLES DISCONTINUES,Importations,2016-07-01,2491861977.0
"OUATES,FEUTRES,NON TISSES;FILS SPECIAUX;FICELLES,CORDES,CORDAGES;CORDERIE",Importations,2016-07-01,507550102.0
TAPIS ET AUTRES REVETEMENTS DE SOL EN MATIERES TEXTILES,Importations,2016-07-01,126501562.0
TISSUS SPECIAUX; DENTELLES; TAPISSERIES; PASSEMENTERIES; BRODERIES,Importations,2016-07-01,152366979.0
"TISSUS IMPREGNES, RECOUVERTS, STRATIFIES; ARTICLES TECHNIQUES EN TEXTILES",Importations,2016-07-01,194408681.0
ETOFFES DE BONNETERIE,Importations,2016-07-01,300000.0
"VETEMENTS ET ACCESSOIRES DU VETEMENT, EN BONNETERIE",Importations,2016-07-01,258450367.0
"VETEMENTS ET ACCESSOIRES DU VETEMENT, AUTRES QU'EN BONNETERIE",Importations,2016-07-01,417840892.0
AUTRES ARTICLES TEXTILES CONFECTIONNES; ASSORTIMENTS; FRIPERIE ET CHIFFONS,Importations,2016-07-01,1800329311.0
"CHAUSSURES, GUETRES ET ARTICLES ANALOGUES; PARTIES DE CES OBJETS",Importations,2016-07-01,467143925.0
COIFFURES ET PARTIES DE COIFFURES,Importations,2016-07-01,28077008.0
"PARAPLUIES, PARASOLS, CANNES, FOUETS, CRAVACHES ET LEURS PARTIES",Importations,2016-07-01,12459182.0
PLUMES APPRETEES; FLEURS ARTIFICIELLES; OUVRAGES EN CHEVEUX,Importations,2016-07-01,8232829.0
"OUVRAGES EN PIERRES, PLATRE, CIMENT, AMIANTE, MICA OU MATIERES ANALOGUES",Importations,2016-07-01,473371123.0
PRODUITS CERAMIQUES,Importations,2016-07-01,2179091320.0
VERRE ET OUVRAGES EN VERRE,Importations,2016-07-01,837072107.0
"PERLES, PIERRES GEMMES, METAUX PRECIEUX; BIJOUTERIE FANTAISIE; MONNAIES",Importations,2016-07-01,130132182.0
"FONTE, FER ET ACIER",Importations,2016-07-01,10133777286.0
"OUVRAGES EN FONTE, FER OU ACIER",Importations,2016-07-01,4809195175.0
CUIVRE ET OUVRAGES EN CUIVRE,Importations,2016-07-01,1189642676.0
NICKEL ET OUVRAGES EN NICKEL,Importations,2016-07-01,4301574.0
ALUMINIUM ET OUVRAGES EN ALUMINIUM,Importations,2016-07-01,1831368965.0
PLOMB ET OUVRAGES EN PLOMB,Importations,2016-07-01,9907785.0
ZINC ET OUVRAGES EN ZINC,Importations,2016-07-01,94729882.0
ETAIN ET OUVRAGES EN ETAIN,Importations,2016-07-01,230605.0
AUTRES METAUX COMMUNS; CERMETS; OUVRAGES EN CES MATIERES,Importations,2016-07-01,
"OUTILS, OUTILLAGE, COUTELLERIE, COUVERTS EN METAUX COMMUNS ET PARTIES",Importations,2016-07-01,637882357.0
OUVRAGES DIVERS EN METAUX COMMUNS,Importations,2016-07-01,489122435.0
"REACTEURS NUCLEAIRES; CHAUDIERES, MACHINES, APPAREILS, ENGINS MECANIQUES",Importations,2016-07-01,48087612372.0
MACHINES ELECTRIQUES; APPAREILS D'EMISSION-RECEPTION RADIO/TV,Importations,2016-07-01,20387830598.0
VEHICULES ET MATERIEL POUR VOIES FERREES; APPAREILS DE SIGNALISATION,Importations,2016-07-01,113001651.0
"VOITURES AUTOMOBILES ET AUTRES VEHICULES TERRESTRES; PARTIES, ACCESSOIRES",Importations,2016-07-01,16240017642.0
NAVIGATION AERIENNE OU SPATIALE,Importations,2016-07-01,
NAVIGATION MARITIME OU FLUVIALE,Importations,2016-07-01,119791407.0
"APPAREILS D'OPTIQUE, DE PRECISION, MEDICO-CHIRURGICAUX;PARTIES,ACCESSOIRES",Importations,2016-07-01,2058202090.0
HORLOGERIE,Importations,2016-07-01,18299034.0
INSTRUMENTS DE MUSIQUE; PARTIES ET ACCESSOIRES DE CES INSTRUMENTS,Importations,2016-07-01,1337224.0
"ARMES, MUNITIONS ET LEURS PARTIES ET ACCESSOIRES",Importations,2016-07-01,9038339.0
MEUBLES Y.C. MEDICAUX; APPAREILS D'ECLAIRAGE; CONSTRUCTIONS PREFABRIQUEES,Importations,2016-07-01,2466171237.0
"JOUETS, JEUX, ARTICLES DE DIVERTISSEMENTS OU SPORTS; PARTIES, ACCESSOIRES",Importations,2016-07-01,228127277.0
OUVRAGES DIVERS,Importations,2016-07-01,626869898.0
"OBJETS D'ART, DE COLLECTION OU D'ANTIQUITE",Importations,2016-07-01,1266614.0
ANIMAUX VIVANTS,Exportations,2016-08-01,18674082.0
VIANDES ET ABATS COMESTIBLES,Exportations,2016-08-01,17863745.0
"POISSONS ET CRUSTACES, MOLLUSQUES ET AUTRES INVERTEBRES AQUATIQUES",Exportations,2016-08-01,23851616919.0
LAIT; OEUFS D'OISEAUX; MIEL; PRODUITS COMESTIBLES D'ANIMAUX N.D.C.A.,Exportations,2016-08-01,157436862.0
"AUTRES PRODUITS D'ORIGINE ANIMALE, NON DENOMMES NI COMPRIS AILLEURS",Exportations,2016-08-01,8216975.0
PLANTES VIVANTES ET PRODUITS DE LA FLORICULTURE,Exportations,2016-08-01,11104914.0
