Produit,Flux,Date,Montant
"GOMMES, RESINES ET AUTRES SUCS ET EXTRAITS VEGETAUX",Importations,2012-10-01,185523.0
MATIERES A TRESSER ET AUTRES PRODUITS D'ORIGINE VEGETALE N.D.C.A.,Importations,2012-10-01,
"GRAISSES, HUILES, CIRES (ANIMALES ET VEGETALES); GRAISSES ALIMENTAIRES",Importations,2012-10-01,16661395468.0
"PREPARATIONS DE VIANDES, POISSONS, CRUSTACES, MOLLUSQUES",Importations,2012-10-01,149934772.0
SUCRES ET SUCRERIES,Importations,2012-10-01,5448477779.0
CACAO ET SES PREPARATIONS,Importations,2012-10-01,264395605.0
PREPARATIONS A BASE DE CEREALES ET DERIVES; PATISSERIES,Importations,2012-10-01,5020431852.0
"PREPARATIONS DE LEGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES",Importations,2012-10-01,1822411368.0
PREPARATIONS ALIMENTAIRES DIVERSES,Importations,2012-10-01,2402654420.0
"BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES",Importations,2012-10-01,1299318034.0
"RESIDUS,DECHETS DES INDUSTRIES ALIMENTAIRES;ALIMENTS PREPARES POUR ANIMAUX",Importations,2012-10-01,204845393.0
TABACS ET SUCCEDANES DE TABACS FABRIQUES,Importations,2012-10-01,1434546898.0
"SEL; SOUFRE; TERRES ET PIERRES; PLATRES, CHAUX ET CIMENTS",Importations,2012-10-01,10481341270.0
"MINERAIS, SCORIES ET CENDRES",Importations,2012-10-01,14797607.0
"COMBUSTIBLES MINERAUX; HUILES, CIRES MINERALES; MATIERES BITUMINEUSES",Importations,2012-10-01,97055034383.0
PRODUITS CHIMIQUES INORGANIQUES; COMPOSES DE METAUX OU RADIOACTIFS,Importations,2012-10-01,1919914887.0
PRODUITS CHIMIQUES ORGANIQUES,Importations,2012-10-01,1974203662.0
PRODUITS PHARMACEUTIQUES,Importations,2012-10-01,7120859805.0
ENGRAIS,Importations,2012-10-01,532339911.0
EXTRAITS TANNANTS OU TINCTORIAUX;TANINS;COLORANTS;VERNIS;MASTICS;ENCRES,Importations,2012-10-01,736659105.0
"HUILLES ESSENTIELLES, RESINOIDES; PRODUITS DE PARFURMERIE; COSMETIQUES",Importations,2012-10-01,1987071440.0
"SAVONS, LUBRIFIANTS, CIRES ARTIFICIELLES, BOUGIES, CIRES DENTAIRES",Importations,2012-10-01,1138434674.0
MATIERES ALBUMINOIDES;PREPARATIONS A BASE D'AMIDONS OU FECULES;COLLES,Importations,2012-10-01,251826633.0
"POUDRES,EXPLOSIFS;ARTICLES DE PYROTECHNIE;ALLUMETTES;MATIERES INFLAMMABLES",Importations,2012-10-01,298011978.0
PRODUITS PHOTOGRAPHIQUES OU CINEMATOGRAPHIQUES,Importations,2012-10-01,144825892.0
PRODUITS DIVERS DES INDUSTRIES CHIMIQUES,Importations,2012-10-01,2090267377.0
MATIERES PLASTIQUES ET OUVRAGES EN CES MATIERES,Importations,2012-10-01,6904332788.0
CAOUTCHOUC ET OUVRAGES EN CAOUTCHOUC,Importations,2012-10-01,1895667838.0
PEAUX (AUTRES QUE LES PELLETERIES) ET CUIRS,Importations,2012-10-01,4325443.0
"OUVRAGES EN CUIR; ARTICLES DE BOURRELLERIE, SELLERIE, VOYAGE OU EN BOYAUX",Importations,2012-10-01,266836329.0
PELLETERIES ET FOURRURES; PELLETERIES FACTICES,Importations,2012-10-01,120002.0
"BOIS, CHARBON DE BOIS ET OUVRAGES EN BOIS",Importations,2012-10-01,2280143232.0
LIEGE ET OUVRAGES EN LIEGE,Importations,2012-10-01,4019982.0
OUVRAGES DE SPARTERIE OU DE VANNERIE,Importations,2012-10-01,7627013.0
MATIERES CELLULOSIQUES SERVANT A LA FABRICATION DU PAPIER,Importations,2012-10-01,77272813.0
"PAPIERS ET CARTONS; OUVRAGES EN PATE DE CELLULOSE, EN PAPIER OU CARTON",Importations,2012-10-01,4037353012.0
"PRODUITS D'EDITION, PRESSE, ARTS GRAPHIQUES; MANUSCRITS, PLANS",Importations,2012-10-01,691531316.0
SOIE,Importations,2012-10-01,17850829.0
"LAINE, POILS FINS OU GROSSIERS; FILS ET TISSUS DE CRIN",Importations,2012-10-01,5859457.0
COTON,Importations,2012-10-01,577673750.0
"AUTRES FIBRES TEXTILES VEGETALES;FILS DE PAPIER, TISSUS DE FILS DE PAPIER",Importations,2012-10-01,18367762.0
FILAMENTS SYNTHETIQUES OU ARTIFICIELS,Importations,2012-10-01,751639828.0
FIBRES SYNTHETIQUES OU ARTIFICIELLES DISCONTINUES,Importations,2012-10-01,1643278885.0
"OUATES,FEUTRES,NON TISSES;FILS SPECIAUX;FICELLES,CORDES,CORDAGES;CORDERIE",Importations,2012-10-01,396605168.0
TAPIS ET AUTRES REVETEMENTS DE SOL EN MATIERES TEXTILES,Importations,2012-10-01,254429662.0
TISSUS SPECIAUX; DENTELLES; TAPISSERIES; PASSEMENTERIES; BRODERIES,Importations,2012-10-01,101529207.0
"TISSUS IMPREGNES, RECOUVERTS, STRATIFIES; ARTICLES TECHNIQUES EN TEXTILES",Importations,2012-10-01,41818403.0
ETOFFES DE BONNETERIE,Importations,2012-10-01,15324298.0
"VETEMENTS ET ACCESSOIRES DU VETEMENT, EN BONNETERIE",Importations,2012-10-01,438324875.0
"VETEMENTS ET ACCESSOIRES DU VETEMENT, AUTRES QU'EN BONNETERIE",Importations,2012-10-01,857600673.0
AUTRES ARTICLES TEXTILES CONFECTIONNES; ASSORTIMENTS; FRIPERIE ET CHIFFONS,Importations,2012-10-01,2283294990.0
"CHAUSSURES, GUETRES ET ARTICLES ANALOGUES; PARTIES DE CES OBJETS",Importations,2012-10-01,741315747.0
COIFFURES ET PARTIES DE COIFFURES,Importations,2012-10-01,72393572.0
"PARAPLUIES, PARASOLS, CANNES, FOUETS, CRAVACHES ET LEURS PARTIES",Importations,2012-10-01,3384266.0
PLUMES APPRETEES; FLEURS ARTIFICIELLES; OUVRAGES EN CHEVEUX,Importations,2012-10-01,38641676.0
"OUVRAGES EN PIERRES, PLATRE, CIMENT, AMIANTE, MICA OU MATIERES ANALOGUES",Importations,2012-10-01,328403142.0
PRODUITS CERAMIQUES,Importations,2012-10-01,1848935987.0
VERRE ET OUVRAGES EN VERRE,Importations,2012-10-01,806590002.0
"PERLES, PIERRES GEMMES, METAUX PRECIEUX; BIJOUTERIE FANTAISIE; MONNAIES",Importations,2012-10-01,167915932.0
"FONTE, FER ET ACIER",Importations,2012-10-01,9600077315.0
"OUVRAGES EN FONTE, FER OU ACIER",Importations,2012-10-01,4981933381.0
CUIVRE ET OUVRAGES EN CUIVRE,Importations,2012-10-01,2036530377.0
NICKEL ET OUVRAGES EN NICKEL,Importations,2012-10-01,592144.0
ALUMINIUM ET OUVRAGES EN ALUMINIUM,Importations,2012-10-01,1301385046.0
PLOMB ET OUVRAGES EN PLOMB,Importations,2012-10-01,164672.0
ZINC ET OUVRAGES EN ZINC,Importations,2012-10-01,138111619.0
ETAIN ET OUVRAGES EN ETAIN,Importations,2012-10-01,1136797.0
AUTRES METAUX COMMUNS; CERMETS; OUVRAGES EN CES MATIERES,Importations,2012-10-01,768430.0
"OUTILS, OUTILLAGE, COUTELLERIE, COUVERTS EN METAUX COMMUNS ET PARTIES",Importations,2012-10-01,537527382.0
OUVRAGES DIVERS EN METAUX COMMUNS,Importations,2012-10-01,330594298.0
"REACTEURS NUCLEAIRES; CHAUDIERES, MACHINES, APPAREILS, ENGINS MECANIQUES",Importations,2012-10-01,18119520948.0
MACHINES ELECTRIQUES; APPAREILS D'EMISSION-RECEPTION RADIO/TV,Importations,2012-10-01,21174633040.0
VEHICULES ET MATERIEL POUR VOIES FERREES; APPAREILS DE SIGNALISATION,Importations,2012-10-01,136387815.0
"VOITURES AUTOMOBILES ET AUTRES VEHICULES TERRESTRES; PARTIES, ACCESSOIRES",Importations,2012-10-01,16875988996.0
NAVIGATION AERIENNE OU SPATIALE,Importations,2012-10-01,75019852.0
NAVIGATION MARITIME OU FLUVIALE,Importations,2012-10-01,792672161.0
"APPAREILS D'OPTIQUE, DE PRECISION, MEDICO-CHIRURGICAUX;PARTIES,ACCESSOIRES",Importations,2012-10-01,2828537505.0
HORLOGERIE,Importations,2012-10-01,26294502.0
INSTRUMENTS DE MUSIQUE; PARTIES ET ACCESSOIRES DE CES INSTRUMENTS,Importations,2012-10-01,6038076.0
"ARMES, MUNITIONS ET LEURS PARTIES ET ACCESSOIRES",Importations,2012-10-01,13903565.0
MEUBLES Y.C. MEDICAUX; APPAREILS D'ECLAIRAGE; CONSTRUCTIONS PREFABRIQUEES,Importations,2012-10-01,1513729404.0
"JOUETS, JEUX, ARTICLES DE DIVERTISSEMENTS OU SPORTS; PARTIES, ACCESSOIRES",Importations,2012-10-01,256957877.0
OUVRAGES DIVERS,Importations,2012-10-01,205870488.0
"OBJETS D'ART, DE COLLECTION OU D'ANTIQUITE",Importations,2012-10-01,8011130.0
ANIMAUX VIVANTS,Exportations,2012-11-01,8994300.0
VIANDES ET ABATS COMESTIBLES,Exportations,2012-11-01,2441100.0
"POISSONS ET CRUSTACES, MOLLUSQUES ET AUTRES INVERTEBRES AQUATIQUES",Exportations,2012-11-01,4350650687.0
LAIT; OEUFS D'OISEAUX; MIEL; PRODUITS COMESTIBLES D'ANIMAUX N.D.C.A.,Exportations,2012-11-01,1586334707.0
"AUTRES PRODUITS D'ORIGINE ANIMALE, NON DENOMMES NI COMPRIS AILLEURS",Exportations,2012-11-01,57508373.0
PLANTES VIVANTES ET PRODUITS DE LA FLORICULTURE,Exportations,2012-11-01,2754702.0
"LEGUMES, PLANTES, RACINES ET TUBERCULES ALIMENTAIRES",Exportations,2012-11-01,167467032.0
FRUITS COMESTIBLES; ECORCES D'AGRUMES OU DE MELONS,Exportations,2012-11-01,162150039.0
"CAFE, THE, MATE ET EPICES",Exportations,2012-11-01,21901390.0
CEREALES,Exportations,2012-11-01,1211126763.0
PRODUITS DE LA MINOTERIE;MALT;AMIDONS ET FECULES;INULINE;GLUTEN DE FROMENT,Exportations,2012-11-01,162413845.0
"OLEAGINEUX; GRAINES, SEMENCES; PLANTES INDUSTRIELLES, MEDICINALES; PAILLES",Exportations,2012-11-01,1075521954.0
"GOMMES, RESINES ET AUTRES SUCS ET EXTRAITS VEGETAUX",Exportations,2012-11-01,6846322.0
MATIERES A TRESSER ET AUTRES PRODUITS D'ORIGINE VEGETALE N.D.C.A.,Exportations,2012-11-01,675000.0
"GRAISSES, HUILES, CIRES (ANIMALES ET VEGETALES); GRAISSES ALIMENTAIRES",Exportations,2012-11-01,1131570643.0
"PREPARATIONS DE VIANDES, POISSONS, CRUSTACES, MOLLUSQUES",Exportations,2012-11-01,34881113.0
SUCRES ET SUCRERIES,Exportations,2012-11-01,128562527.0
CACAO ET SES PREPARATIONS,Exportations,2012-11-01,181555224.0
PREPARATIONS A BASE DE CEREALES ET DERIVES; PATISSERIES,Exportations,2012-11-01,1345700559.0
"PREPARATIONS DE LEGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES",Exportations,2012-11-01,303031332.0
PREPARATIONS ALIMENTAIRES DIVERSES,Exportations,2012-11-01,4005836926.0
"BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES",Exportations,2012-11-01,246898577.0
"RESIDUS,DECHETS DES INDUSTRIES ALIMENTAIRES;ALIMENTS PREPARES POUR ANIMAUX",Exportations,2012-11-01,70527282.0
TABACS ET SUCCEDANES DE TABACS FABRIQUES,Exportations,2012-11-01,4178609435.0
"SEL; SOUFRE; TERRES ET PIERRES; PLATRES, CHAUX ET CIMENTS",Exportations,2012-11-01,9336180225.0
"MINERAIS, SCORIES ET CENDRES",Exportations,2012-11-01,
"COMBUSTIBLES MINERAUX; HUILES, CIRES MINERALES; MATIERES BITUMINEUSES",Exportations,2012-11-01,15269460591.0
PRODUITS CHIMIQUES INORGANIQUES; COMPOSES DE METAUX OU RADIOACTIFS,Exportations,2012-11-01,5973765671.0
PRODUITS CHIMIQUES ORGANIQUES,Exportations,2012-11-01,151422193.0
PRODUITS PHARMACEUTIQUES,Exportations,2012-11-01,535629823.0
ENGRAIS,Exportations,2012-11-01,551648914.0
EXTRAITS TANNANTS OU TINCTORIAUX;TANINS;COLORANTS;VERNIS;MASTICS;ENCRES,Exportations,2012-11-01,24824092.0
"HUILLES ESSENTIELLES, RESINOIDES; PRODUITS DE PARFURMERIE; COSMETIQUES",Exportations,2012-11-01,2380684070.0
"SAVONS, LUBRIFIANTS, CIRES ARTIFICIELLES, BOUGIES, CIRES DENTAIRES",Exportations,2012-11-01,528234630.0
MATIERES ALBUMINOIDES;PREPARATIONS A BASE D'AMIDONS OU FECULES;COLLES,Exportations,2012-11-01,27852962.0
"POUDRES,EXPLOSIFS;ARTICLES DE PYROTECHNIE;ALLUMETTES;MATIERES INFLAMMABLES",Exportations,2012-11-01,1142329.0
PRODUITS PHOTOGRAPHIQUES OU CINEMATOGRAPHIQUES,Exportations,2012-11-01,
PRODUITS DIVERS DES INDUSTRIES CHIMIQUES,Exportations,2012-11-01,647286367.0
MATIERES PLASTIQUES ET OUVRAGES EN CES MATIERES,Exportations,2012-11-01,1411430746.0
CAOUTCHOUC ET OUVRAGES EN CAOUTCHOUC,Exportations,2012-11-01,139232885.0
PEAUX (AUTRES QUE LES PELLETERIES) ET CUIRS,Exportations,2012-11-01,1490207574.0
"OUVRAGES EN CUIR; ARTICLES DE BOURRELLERIE, SELLERIE, VOYAGE OU EN BOYAUX",Exportations,2012-11-01,17230451.0
PELLETERIES ET FOURRURES; PELLETERIES FACTICES,Exportations,2012-11-01,
"BOIS, CHARBON DE BOIS ET OUVRAGES EN BOIS",Exportations,2012-11-01,321809313.0
LIEGE ET OUVRAGES EN LIEGE,Exportations,2012-11-01,
OUVRAGES DE SPARTERIE OU DE VANNERIE,Exportations,2012-11-01,122936500.0
MATIERES CELLULOSIQUES SERVANT A LA FABRICATION DU PAPIER,Exportations,2012-11-01,
"PAPIERS ET CARTONS; OUVRAGES EN PATE DE CELLULOSE, EN PAPIER OU CARTON",Exportations,2012-11-01,696833329.0
"PRODUITS D'EDITION, PRESSE, ARTS GRAPHIQUES; MANUSCRITS, PLANS",Exportations,2012-11-01,65571492.0
SOIE,Exportations,2012-11-01,
"LAINE, POILS FINS OU GROSSIERS; FILS ET TISSUS DE CRIN",Exportations,2012-11-01,
COTON,Exportations,2012-11-01,34173458.0
"AUTRES FIBRES TEXTILES VEGETALES;FILS DE PAPIER, TISSUS DE FILS DE PAPIER",Exportations,2012-11-01,
FILAMENTS SYNTHETIQUES OU ARTIFICIELS,Exportations,2012-11-01,36182829.0
FIBRES SYNTHETIQUES OU ARTIFICIELLES DISCONTINUES,Exportations,2012-11-01,587952116.0
"OUATES,FEUTRES,NON TISSES;FILS SPECIAUX;FICELLES,CORDES,CORDAGES;CORDERIE",Exportations,2012-11-01,
TAPIS ET AUTRES REVETEMENTS DE SOL EN MATIERES TEXTILES,Exportations,2012-11-01,
TISSUS SPECIAUX; DENTELLES; TAPISSERIES; PASSEMENTERIES; BRODERIES,Exportations,2012-11-01,80000.0
"TISSUS IMPREGNES, RECOUVERTS, STRATIFIES; ARTICLES TECHNIQUES EN TEXTILES",Exportations,2012-11-01,
ETOFFES DE BONNETERIE,Exportations,2012-11-01,
"VETEMENTS ET ACCESSOIRES DU VETEMENT, EN BONNETERIE",Exportations,2012-11-01,3124940.0
"VETEMENTS ET ACCESSOIRES DU VETEMENT, AUTRES QU'EN BONNETERIE",Exportations,2012-11-01,10158492.0
AUTRES ARTICLES TEXTILES CONFECTIONNES; ASSORTIMENTS; FRIPERIE ET CHIFFONS,Exportations,2012-11-01,391862744.0
"CHAUSSURES, GUETRES ET ARTICLES ANALOGUES; PARTIES DE CES OBJETS",Exportations,2012-11-01,70485732.0
COIFFURES ET PARTIES DE COIFFURES,Exportations,2012-11-01,2815835.0
"PARAPLUIES, PARASOLS, CANNES, FOUETS, CRAVACHES ET LEURS PARTIES",Exportations,2012-11-01,
PLUMES APPRETEES; FLEURS ARTIFICIELLES; OUVRAGES EN CHEVEUX,Exportations,2012-11-01,855644838.0
"OUVRAGES EN PIERRES, PLATRE, CIMENT, AMIANTE, MICA OU MATIERES ANALOGUES",Exportations,2012-11-01,
PRODUITS CERAMIQUES,Exportations,2012-11-01,12784172.0
VERRE ET OUVRAGES EN VERRE,Exportations,2012-11-01,69058115.0
"PERLES, PIERRES GEMMES, METAUX PRECIEUX; BIJOUTERIE FANTAISIE; MONNAIES",Exportations,2012-11-01,20122106443.0
"FONTE, FER ET ACIER",Exportations,2012-11-01,5482287448.0
"OUVRAGES EN FONTE, FER OU ACIER",Exportations,2012-11-01,529820331.0
CUIVRE ET OUVRAGES EN CUIVRE,Exportations,2012-11-01,771172737.0
NICKEL ET OUVRAGES EN NICKEL,Exportations,2012-11-01,
ALUMINIUM ET OUVRAGES EN ALUMINIUM,Exportations,2012-11-01,128883602.0
PLOMB ET OUVRAGES EN PLOMB,Exportations,2012-11-01,252012104.0
ZINC ET OUVRAGES EN ZINC,Exportations,2012-11-01,68208305.0
ETAIN ET OUVRAGES EN ETAIN,Exportations,2012-11-01,
AUTRES METAUX COMMUNS; CERMETS; OUVRAGES EN CES MATIERES,Exportations,2012-11-01,2280000.0
"OUTILS, OUTILLAGE, COUTELLERIE, COUVERTS EN METAUX COMMUNS ET PARTIES",Exportations,2012-11-01,46218263.0
OUVRAGES DIVERS EN METAUX COMMUNS,Exportations,2012-11-01,21596760.0
"REACTEURS NUCLEAIRES; CHAUDIERES, MACHINES, APPAREILS, ENGINS MECANIQUES",Exportations,2012-11-01,576584470.0
MACHINES ELECTRIQUES; APPAREILS D'EMISSION-RECEPTION RADIO/TV,Exportations,2012-11-01,1567778850.0
VEHICULES ET MATERIEL POUR VOIES FERREES; APPAREILS DE SIGNALISATION,Exportations,2012-11-01,136938555.0
"VOITURES AUTOMOBILES ET AUTRES VEHICULES TERRESTRES; PARTIES, ACCESSOIRES",Exportations,2012-11-01,572268959.0
NAVIGATION AERIENNE OU SPATIALE,Exportations,2012-11-01,18513884.0
NAVIGATION MARITIME OU FLUVIALE,Exportations,2012-11-01,2367871.0
"APPAREILS D'OPTIQUE, DE PRECISION, MEDICO-CHIRURGICAUX;PARTIES,ACCESSOIRES",Exportations,2012-11-01,6636901.0
HORLOGERIE,Exportations,2012-11-01,4627166.0
INSTRUMENTS DE MUSIQUE; PARTIES ET ACCESSOIRES DE CES INSTRUMENTS,Exportations,2012-11-01,1377600.0
"ARMES, MUNITIONS ET LEURS PARTIES ET ACCESSOIRES",Exportations,2012-11-01,
MEUBLES Y.C. MEDICAUX; APPAREILS D'ECLAIRAGE; CONSTRUCTIONS PREFABRIQUEES,Exportations,2012-11-01,227012737.0
"JOUETS, JEUX, ARTICLES DE DIVERTISSEMENTS OU SPORTS; PARTIES, ACCESSOIRES",Exportations,2012-11-01,335000.0
OUVRAGES DIVERS,Exportations,2012-11-01,9959071.0
"OBJETS D'ART, DE COLLECTION OU D'ANTIQUITE",Exportations,2012-11-01,18439780.0
ANIMAUX VIVANTS,Importations,2012-11-01,13971581.0
VIANDES ET ABATS COMESTIBLES,Importations,2012-11-01,342172878.0
"POISSONS ET CRUSTACES, MOLLUSQUES ET AUTRES INVERTEBRES AQUATIQUES",Importations,2012-11-01,682770950.0
LAIT; OEUFS D'OISEAUX; MIEL; PRODUITS COMESTIBLES D'ANIMAUX N.D.C.A.,Importations,2012-11-01,4113627153.0
"AUTRES PRODUITS D'ORIGINE ANIMALE, NON DENOMMES NI COMPRIS AILLEURS",Importations,2012-11-01,
PLANTES VIVANTES ET PRODUITS DE LA FLORICULTURE,Importations,2012-11-01,31984991.0
"LEGUMES, PLANTES, RACINES ET TUBERCULES ALIMENTAIRES",Importations,2012-11-01,3087441799.0
FRUITS COMESTIBLES; ECORCES D'AGRUMES OU DE MELONS,Importations,2012-11-01,1123030251.0
"CAFE, THE, MATE ET EPICES",Importations,2012-11-01,429187259.0
CEREALES,Importations,2012-11-01,20232417528.0
PRODUITS DE LA MINOTERIE;MALT;AMIDONS ET FECULES;INULINE;GLUTEN DE FROMENT,Importations,2012-11-01,947396050.0
"OLEAGINEUX; GRAINES, SEMENCES; PLANTES INDUSTRIELLES, MEDICINALES; PAILLES",Importations,2012-11-01,483623913.0
"GOMMES, RESINES ET AUTRES SUCS ET EXTRAITS VEGETAUX",Importations,2012-11-01,4095845.0
MATIERES A TRESSER ET AUTRES PRODUITS D'ORIGINE VEGETALE N.D.C.A.,Importations,2012-11-01,58630.0
"GRAISSES, HUILES, CIRES (ANIMALES ET VEGETALES); GRAISSES ALIMENTAIRES",Importations,2012-11-01,4868032297.0
"PREPARATIONS DE VIANDES, POISSONS, CRUSTACES, MOLLUSQUES",Importations,2012-11-01,141081772.0
SUCRES ET SUCRERIES,Importations,2012-11-01,3397479155.0
CACAO ET SES PREPARATIONS,Importations,2012-11-01,302509650.0
PREPARATIONS A BASE DE CEREALES ET DERIVES; PATISSERIES,Importations,2012-11-01,4944546966.0
"PREPARATIONS DE LEGUMES, DE FRUITS OU D'AUTRES PARTIES DE PLANTES",Importations,2012-11-01,942705298.0
PREPARATIONS ALIMENTAIRES DIVERSES,Importations,2012-11-01,2283901839.0
"BOISSONS, LIQUIDES ALCOOLIQUES ET VINAIGRES",Importations,2012-11-01,2015935832.0
"RESIDUS,DECHETS DES INDUSTRIES ALIMENTAIRES;ALIMENTS PREPARES POUR ANIMAUX",Importations,2012-11-01,763858517.0
TABACS ET SUCCEDANES DE TABACS FABRIQUES,Importations,2012-11-01,3516338168.0
"SEL; SOUFRE; TERRES ET PIERRES; PLATRES, CHAUX ET CIMENTS",Importations,2012-11-01,386340885.0
"MINERAIS, SCORIES ET CENDRES",Importations,2012-11-01,3365886.0
"COMBUSTIBLES MINERAUX; HUILES, CIRES MINERALES; MATIERES BITUMINEUSES",Importations,2012-11-01,35857775140.0
PRODUITS CHIMIQUES INORGANIQUES; COMPOSES DE METAUX OU RADIOACTIFS,Importations,2012-11-01,909054971.0
PRODUITS CHIMIQUES ORGANIQUES,Importations,2012-11-01,2172932965.0
PRODUITS PHARMACEUTIQUES,Importations,2012-11-01,10685116997.0
ENGRAIS,Importations,2012-11-01,5311808218.0
EXTRAITS TANNANTS OU TINCTORIAUX;TANINS;COLORANTS;VERNIS;MASTICS;ENCRES,Importations,2012-11-01,764372245.0
"HUILLES ESSENTIELLES, RESINOIDES; PRODUITS DE PARFURMERIE; COSMETIQUES",Importations,2012-11-01,1767884165.0
"SAVONS, LUBRIFIANTS, CIRES ARTIFICIELLES, BOUGIES, CIRES DENTAIRES",Importations,2012-11-01,1405417878.0
MATIERES ALBUMINOIDES;PREPARATIONS A BASE D'AMIDONS OU FECULES;COLLES,Importations,2012-11-01,226975780.0
"POUDRES,EXPLOSIFS;ARTICLES DE PYROTECHNIE;ALLUMETTES;MATIERES INFLAMMABLES",Importations,2012-11-01,340248494.0
PRODUITS PHOTOGRAPHIQUES OU CINEMATOGRAPHIQUES,Importations,2012-11-01,72694105.0
PRODUITS DIVERS DES INDUSTRIES CHIMIQUES,Importations,2012-11-01,2194882069.0
MATIERES PLASTIQUES ET OUVRAGES EN CES MATIERES,Importations,2012-11-01,7202981078.0
CAOUTCHOUC ET OUVRAGES EN CAOUTCHOUC,Importations,2012-11-01,2338739788.0
PEAUX (AUTRES QUE LES PELLETERIES) ET CUIRS,Importations,2012-11-01,4845996.0
"OUVRAGES EN CUIR; ARTICLES DE BOURRELLERIE, SELLERIE, VOYAGE OU EN BOYAUX",Importations,2012-11-01,147977235.0
PELLETERIES ET FOURRURES; PELLETERIES FACTICES,Importations,2012-11-01,310499.0
"BOIS, CHARBON DE BOIS ET OUVRAGES EN BOIS",Importations,2012-11-01,2875418488.0
LIEGE ET OUVRAGES EN LIEGE,Importations,2012-11-01,7757924.0
OUVRAGES DE SPARTERIE OU DE VANNERIE,Importations,2012-11-01,4637106.0
MATIERES CELLULOSIQUES SERVANT A LA FABRICATION DU PAPIER,Importations,2012-11-01,4266850.0
"PAPIERS ET CARTONS; OUVRAGES EN PATE DE CELLULOSE, EN PAPIER OU CARTON",Importations,2012-11-01,3783130261.0
"PRODUITS D'EDITION, PRESSE, ARTS GRAPHIQUES; MANUSCRITS, PLANS",Importations,2012-11-01,837246635.0
SOIE,Importations,2012-11-01,6093754.0
"LAINE, POILS FINS OU GROSSIERS; FILS ET TISSUS DE CRIN",Importations,2012-11-01,4395816.0
COTON,Importations,2012-11-01,343079639.0
"AUTRES FIBRES TEXTILES VEGETALES;FILS DE PAPIER, TISSUS DE FILS DE PAPIER",Importations,2012-11-01,650001.0
FILAMENTS SYNTHETIQUES OU ARTIFICIELS,Importations,2012-11-01,591961441.0
FIBRES SYNTHETIQUES OU ARTIFICIELLES DISCONTINUES,Importations,2012-11-01,782434399.0
"OUATES,FEUTRES,NON TISSES;FILS SPECIAUX;FICELLES,CORDES,CORDAGES;CORDERIE",Importations,2012-11-01,559654203.0
TAPIS ET AUTRES REVETEMENTS DE SOL EN MATIERES TEXTILES,Importations,2012-11-01,50367676.0
TISSUS SPECIAUX; DENTELLES; TAPISSERIES; PASSEMENTERIES; BRODERIES,Importations,2012-11-01,107942026.0
"TISSUS IMPREGNES, RECOUVERTS, STRATIFIES; ARTICLES TECHNIQUES EN TEXTILES",Importations,2012-11-01,17273324.0
ETOFFES DE BONNETERIE,Importations,2012-11-01,140000.0
"VETEMENTS ET ACCESSOIRES DU VETEMENT, EN BONNETERIE",Importations,2012-11-01,257662709.0
"VETEMENTS ET ACCESSOIRES DU VETEMENT, AUTRES QU'EN BONNETERIE",Importations,2012-11-01,289379266.0
AUTRES ARTICLES TEXTILES CONFECTIONNES; ASSORTIMENTS; FRIPERIE ET CHIFFONS,Importations,2012-11-01,1906236569.0
"CHAUSSURES, GUETRES ET ARTICLES ANALOGUES; PARTIES DE CES OBJETS",Importations,2012-11-01,583544040.0
COIFFURES ET PARTIES DE COIFFURES,Importations,2012-11-01,22611444.0
"PARAPLUIES, PARASOLS, CANNES, FOUETS, CRAVACHES ET LEURS PARTIES",Importations,2012-11-01,16258914.0
PLUMES APPRETEES; FLEURS ARTIFICIELLES; OUVRAGES EN CHEVEUX,Importations,2012-11-01,18345084.0
"OUVRAGES EN PIERRES, PLATRE, CIMENT, AMIANTE, MICA OU MATIERES ANALOGUES",Importations,2012-11-01,346595345.0
PRODUITS CERAMIQUES,Importations,2012-11-01,1755416567.0
VERRE ET OUVRAGES EN VERRE,Importations,2012-11-01,584449534.0
"PERLES, PIERRES GEMMES, METAUX PRECIEUX; BIJOUTERIE FANTAISIE; MONNAIES",Importations,2012-11-01,140240080.0
"FONTE, FER ET ACIER",Importations,2012-11-01,10561357388.0
"OUVRAGES EN FONTE, FER OU ACIER",Importations,2012-11-01,4030680059.0
CUIVRE ET OUVRAGES EN CUIVRE,Importations,2012-11-01,408735105.0
NICKEL ET OUVRAGES EN NICKEL,Importations,2012-11-01,2940592.0
ALUMINIUM ET OUVRAGES EN ALUMINIUM,Importations,2012-11-01,919334896.0
PLOMB ET OUVRAGES EN PLOMB,Importations,2012-11-01,958467.0
ZINC ET OUVRAGES EN ZINC,Importations,2012-11-01,105476903.0
ETAIN ET OUVRAGES EN ETAIN,Importations,2012-11-01,170200.0
AUTRES METAUX COMMUNS; CERMETS; OUVRAGES EN CES MATIERES,Importations,2012-11-01,
"OUTILS, OUTILLAGE, COUTELLERIE, COUVERTS EN METAUX COMMUNS ET PARTIES",Importations,2012-11-01,396107337.0
OUVRAGES DIVERS EN METAUX COMMUNS,Importations,2012-11-01,543149338.0
